"full_name","suburb","speed","st_asgeojson"
"Glencoe Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.73836,-36.71841],[174.7385,-36.71832],[174.7386,-36.71824],[174.73869,-36.71816]]}"
"Weatherly Rd","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.73997,-36.70269],[174.74016,-36.70268],[174.74036,-36.70266],[174.74051,-36.70264],[174.74074,-36.70261]]}"
"Heatherleigh Rise","Northcross","50","{""type"":""LineString"",""coordinates"":[[174.72678,-36.70645],[174.72729,-36.70644]]}"
"Iona Ave","Paremoremo","80","{""type"":""LineString"",""coordinates"":[[174.63715,-36.75396],[174.63814,-36.75368],[174.6388,-36.75352],[174.63951,-36.75338],[174.64021,-36.75329],[174.64123,-36.7532]]}"
"Trias Rd","Totara Vale","50","{""type"":""LineString"",""coordinates"":[[174.73259,-36.76013],[174.73303,-36.75987],[174.73353,-36.75967]]}"
,"Fairview Heights","60","{""type"":""LineString"",""coordinates"":[[174.71337,-36.71813],[174.71329,-36.71801]]}"
"Keating Rise","Northcross","50","{""type"":""LineString"",""coordinates"":[[174.7242,-36.70879],[174.72468,-36.70827]]}"
"Twin Ct","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.68824,-36.7255],[174.68768,-36.72542],[174.68757,-36.72539],[174.68749,-36.72535],[174.6874,-36.72528],[174.68729,-36.72504],[174.68721,-36.72479],[174.68719,-36.72468]]}"
,"Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.70596,-36.75294],[174.70597,-36.75291],[174.70597,-36.75288],[174.70595,-36.75285],[174.70593,-36.75283]]}"
"Dairy Flat Hwy","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69816,-36.72708],[174.69805,-36.72698]]}"
"Fitzwilliam Dr","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.72901,-36.69863],[174.72918,-36.69858],[174.7294,-36.69852],[174.72965,-36.69846],[174.72989,-36.69841],[174.73021,-36.69834]]}"
"Wentwood Pl","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.72801,-36.70057],[174.72807,-36.70038],[174.72819,-36.70017]]}"
"Reynolds Pl","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.7345,-36.6961],[174.73446,-36.69584],[174.73428,-36.69562],[174.73417,-36.69551]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.70785,-36.73366],[174.70795,-36.73356]]}"
"Louise Pl","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.73042,-36.72688],[174.7303,-36.72682],[174.7302,-36.7268],[174.73012,-36.7268],[174.72976,-36.72685]]}"
"Vanderbilt Pde","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69609,-36.73914],[174.696,-36.73878]]}"
"Brookdale Rd","Paremoremo","80","{""type"":""LineString"",""coordinates"":[[174.63925,-36.75161],[174.6389,-36.75158],[174.63866,-36.75155]]}"
"Kate Sheppard Ave","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.72982,-36.702],[174.73038,-36.70184]]}"
"Darimouth Pl","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69955,-36.74041],[174.70087,-36.74024]]}"
"Fitzwilliam Dr","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.72704,-36.69998],[174.72725,-36.69986],[174.72739,-36.69977],[174.72755,-36.69965],[174.72768,-36.69954],[174.72782,-36.6994],[174.72802,-36.69921],[174.72817,-36.69909],[174.72832,-36.69898],[174.72845,-36.6989],[174.72856,-36.69884],[174.72873,-36.69875],[174.72888,-36.69868],[174.72901,-36.69863]]}"
"Adelie Pl","Murrays Bay","50","{""type"":""LineString"",""coordinates"":[[174.73798,-36.73229],[174.73802,-36.73216],[174.73803,-36.73203],[174.73801,-36.7319],[174.73792,-36.73143]]}"
"Unsworth Dr","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71472,-36.75736],[174.71454,-36.75704],[174.71438,-36.7568],[174.71425,-36.75662],[174.71406,-36.7564]]}"
"Blakeborough Dr","Forrest Hill","50","{""type"":""LineString"",""coordinates"":[[174.74403,-36.75755],[174.74399,-36.7572],[174.74395,-36.75669]]}"
"Lower Jeffs Rd","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.64225,-36.67782],[174.64239,-36.6777],[174.64266,-36.67748],[174.64291,-36.67715],[174.64316,-36.67661],[174.64325,-36.6765],[174.64341,-36.67641],[174.64357,-36.67621]]}"
,"Mairangi Bay","50","{""type"":""LineString"",""coordinates"":[[174.75385,-36.73933],[174.75382,-36.73931],[174.75378,-36.7393],[174.75375,-36.7393],[174.75371,-36.73931]]}"
"Huntly Rd","Campbells Bay","50","{""type"":""LineString"",""coordinates"":[[174.76227,-36.74797],[174.76223,-36.74775]]}"
"Fernhill Way","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71982,-36.72209],[174.71981,-36.72168],[174.71982,-36.72141],[174.71989,-36.72108]]}"
"Oak View Ter","Schnapper Rock","50","{""type"":""LineString"",""coordinates"":[[174.69322,-36.7541],[174.69325,-36.75393],[174.69327,-36.75384],[174.69331,-36.75377],[174.69337,-36.7537],[174.69346,-36.75363],[174.6936,-36.75356],[174.69447,-36.75326]]}"
"Rewi St","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.75751,-36.69538],[174.75849,-36.69492]]}"
"Woodstock Rd","Forrest Hill","50","{""type"":""LineString"",""coordinates"":[[174.7457,-36.75535],[174.7458,-36.75502],[174.74599,-36.75456],[174.74643,-36.75374],[174.74652,-36.75357]]}"
"Awanohi Rd","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.69026,-36.68736],[174.69042,-36.68735],[174.69064,-36.68731]]}"
"Graham Collins Dr","Windsor Park","50","{""type"":""LineString"",""coordinates"":[[174.73303,-36.73673],[174.73316,-36.73647],[174.73326,-36.73624]]}"
"Gails Dr","Okura","80","{""type"":""LineString"",""coordinates"":[[174.71689,-36.67749],[174.71743,-36.67733]]}"
"Bush Rd","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.70542,-36.74693],[174.70515,-36.74567]]}"
"Wright Rd","Dairy Flat","70","{""type"":""LineString"",""coordinates"":[[174.69794,-36.69145],[174.69835,-36.6909]]}"
"McGiven Pl","Coatesville","80","{""type"":""LineString"",""coordinates"":[[174.64072,-36.7459],[174.64062,-36.74559],[174.64056,-36.74548],[174.64047,-36.74536]]}"
"Nor'East Dr","Northcross","50","{""type"":""LineString"",""coordinates"":[[174.73104,-36.70957],[174.7312,-36.709],[174.7312,-36.70891]]}"
"Trinity Pl","Albany","50","{""type"":""LineString"",""coordinates"":[[174.6953,-36.73926],[174.69609,-36.73914]]}"
"Newbury Pl","Schnapper Rock","50","{""type"":""LineString"",""coordinates"":[[174.68551,-36.75376],[174.68626,-36.75346]]}"
"Mawson Ave","Waiake","50","{""type"":""LineString"",""coordinates"":[[174.74053,-36.707],[174.74053,-36.70691]]}"
"Oak Manor Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69207,-36.7453],[174.69211,-36.74521],[174.69219,-36.74502],[174.69221,-36.74493]]}"
"Beach Rd","Murrays Bay","50","{""type"":""LineString"",""coordinates"":[[174.75067,-36.72904],[174.75074,-36.72902],[174.75082,-36.72895]]}"
"Browns Bay Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74579,-36.7192],[174.74597,-36.71907]]}"
"Dairy Flat Hwy","Lucas Heights","80","{""type"":""LineString"",""coordinates"":[[174.66984,-36.71152],[174.66928,-36.71129],[174.66886,-36.71111],[174.66858,-36.71098]]}"
"Sunset Rd","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.72435,-36.75716],[174.72456,-36.75703],[174.72469,-36.75695],[174.72497,-36.75676]]}"
"Ascension Pl","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.7343,-36.74738],[174.73353,-36.74646]]}"
"Paremoremo Rd","Lucas Heights","80","{""type"":""LineString"",""coordinates"":[[174.67591,-36.73661],[174.67592,-36.73639],[174.6759,-36.73617],[174.67585,-36.73595],[174.6758,-36.73577]]}"
"Branston Ave","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.73812,-36.71162],[174.73767,-36.71124]]}"
"Oak Manor Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69215,-36.74565],[174.69211,-36.74557],[174.69208,-36.74549],[174.69206,-36.74539],[174.69207,-36.7453]]}"
"Adelphi Pl","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69558,-36.74219],[174.69564,-36.74221],[174.69597,-36.74219]]}"
"Foley Quarry Rd","Dairy Flat","80","{""type"":""LineString"",""coordinates"":[[174.67338,-36.70234],[174.67343,-36.70222]]}"
"Glenvar Rd","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.74313,-36.69434],[174.74329,-36.69431],[174.7434,-36.69428],[174.7435,-36.69424],[174.74366,-36.69415]]}"
"Masterton Rd","Rothesay Bay","50","{""type"":""LineString"",""coordinates"":[[174.74388,-36.72209],[174.74374,-36.72209],[174.74366,-36.72208]]}"
"Pepperdine Pl","Albany","50","{""type"":""LineString"",""coordinates"":[[174.70006,-36.7389],[174.69994,-36.73853]]}"
"Caribbean Dr","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71931,-36.75803],[174.71929,-36.75792],[174.71928,-36.75783],[174.71928,-36.75775],[174.71928,-36.75767],[174.71929,-36.75758]]}"
"Jade Ct","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.71022,-36.74238],[174.71012,-36.74231],[174.71005,-36.74229],[174.70997,-36.74228],[174.7096,-36.74228],[174.70943,-36.7423],[174.70903,-36.74233]]}"
"Medallion Dr","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71649,-36.72223],[174.71653,-36.72207],[174.71659,-36.72191],[174.71666,-36.72179],[174.71674,-36.72168],[174.71681,-36.7216]]}"
"Ashwood Ave","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.68114,-36.68736],[174.68116,-36.68721]]}"
"Constellation Dr","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.72642,-36.75062],[174.72665,-36.75055]]}"
"Law St","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.74466,-36.69612],[174.74591,-36.69649],[174.746,-36.6965],[174.74612,-36.69649],[174.74626,-36.69644],[174.74667,-36.69623],[174.74677,-36.69616],[174.74685,-36.69606],[174.74707,-36.6955]]}"
"Kate Sheppard Ave","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.72876,-36.70235],[174.72918,-36.7022],[174.72947,-36.7021],[174.72982,-36.702]]}"
,"Albany","80","{""type"":""LineString"",""coordinates"":[[174.70122,-36.7296],[174.70134,-36.72955]]}"
"Durey Rd","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.67844,-36.69162],[174.67813,-36.69158]]}"
"Dairy Flat Hwy","Albany Heights","80","{""type"":""LineString"",""coordinates"":[[174.67801,-36.71852],[174.67789,-36.71842],[174.6778,-36.71834],[174.67773,-36.71827]]}"
"Deep Creek Rd","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.7481,-36.70341],[174.74823,-36.70319],[174.74837,-36.70297]]}"
"Knights Rd","Rothesay Bay","50","{""type"":""LineString"",""coordinates"":[[174.74111,-36.72798],[174.74142,-36.7279],[174.74168,-36.72782],[174.74205,-36.72768]]}"
"Lavender Garden Ln","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.71508,-36.72253],[174.71576,-36.72231]]}"
"Laurel Oak Dr","Schnapper Rock","50","{""type"":""LineString"",""coordinates"":[[174.6909,-36.75229],[174.69022,-36.7521]]}"
"Iona Ave","Paremoremo","80","{""type"":""LineString"",""coordinates"":[[174.64123,-36.7532],[174.64311,-36.75301]]}"
"Albany Heights Rd","Albany Heights","70","{""type"":""LineString"",""coordinates"":[[174.69032,-36.70883],[174.68915,-36.70864]]}"
"Amber Gln","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.68638,-36.72516],[174.68651,-36.72503]]}"
"Miro Pl","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71762,-36.73838],[174.71769,-36.73833],[174.71775,-36.73827],[174.71779,-36.73819]]}"
"Bluebird Cres","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.70868,-36.75506],[174.70889,-36.75499],[174.70916,-36.75492],[174.70944,-36.75484],[174.70968,-36.75475],[174.71018,-36.7545]]}"
,"Albany","50","{""type"":""LineString"",""coordinates"":[[174.69356,-36.73967],[174.69355,-36.73964],[174.69353,-36.73962],[174.69349,-36.7396],[174.69343,-36.73959]]}"
"Weetman Dr","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.72962,-36.72577],[174.72971,-36.72562],[174.72983,-36.72546],[174.72996,-36.72532],[174.7301,-36.72519],[174.73027,-36.72504]]}"
"Te Hoe Grv","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.72006,-36.72831],[174.72003,-36.72818],[174.71999,-36.72809],[174.71971,-36.72755]]}"
"McClymonts Rd","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71327,-36.72453],[174.71341,-36.72448]]}"
"Dairy Flat Hwy","Lucas Heights","80","{""type"":""LineString"",""coordinates"":[[174.66858,-36.71098],[174.6683,-36.71081],[174.66809,-36.71068]]}"
"Deep Creek Rd","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.74477,-36.70652],[174.74488,-36.70643],[174.74498,-36.70635],[174.74509,-36.70627],[174.74523,-36.70617]]}"
"Bluebird Cres","Unsworth Heights","50","{""type"":""LineString"",""coordinates"":[[174.71202,-36.75731],[174.71226,-36.75729],[174.71248,-36.75725],[174.71271,-36.75717],[174.71305,-36.757]]}"
"Appleby Rd","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69159,-36.74772],[174.69083,-36.74751],[174.69066,-36.74747]]}"
"Okura River Rd","Okura","80","{""type"":""LineString"",""coordinates"":[[174.71627,-36.68648],[174.71629,-36.68635],[174.71637,-36.6861],[174.71651,-36.68576],[174.71656,-36.68567],[174.71663,-36.68558],[174.717,-36.68517]]}"
"Athena Dr","Totara Vale","50","{""type"":""LineString"",""coordinates"":[[174.72973,-36.75815],[174.72904,-36.75804]]}"
"Lomas Way","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.68937,-36.72406],[174.68887,-36.72383],[174.6888,-36.72377]]}"
"Browns Bay Rd","Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.73781,-36.72975],[174.73791,-36.72956],[174.738,-36.7294],[174.73809,-36.72926],[174.73824,-36.72905]]}"
"Hastings Rd","Mairangi Bay","10","{""type"":""LineString"",""coordinates"":[[174.75187,-36.73927],[174.75198,-36.73924]]}"
"Unity Dr N","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.69731,-36.74841],[174.69696,-36.74797],[174.69691,-36.74789],[174.69689,-36.74782],[174.69688,-36.74774],[174.69692,-36.74732]]}"
"Salamanca Rd","Sunnynook","50","{""type"":""LineString"",""coordinates"":[[174.73152,-36.75387],[174.73134,-36.75377],[174.73117,-36.75366],[174.73087,-36.75345]]}"
"Daphne Harden Ln","Paremoremo","50","{""type"":""LineString"",""coordinates"":[[174.65546,-36.75419],[174.65572,-36.75408],[174.65613,-36.75387],[174.65624,-36.75383],[174.65636,-36.7538],[174.65649,-36.75378],[174.65751,-36.75371]]}"
"Andersons Rd","Oteha","50","{""type"":""LineString"",""coordinates"":[[174.72477,-36.71712],[174.72398,-36.71704]]}"
"Surville Pl","Mairangi Bay","50","{""type"":""LineString"",""coordinates"":[[174.74276,-36.74499],[174.74257,-36.745],[174.74243,-36.74497],[174.7423,-36.74492],[174.74172,-36.74461],[174.74156,-36.74449],[174.74144,-36.74437]]}"
"Paul Matthews Rd","Rosedale","80","{""type"":""LineString"",""coordinates"":[[174.71452,-36.75281],[174.71472,-36.75277],[174.71482,-36.75276],[174.71492,-36.75275],[174.71502,-36.75275],[174.71512,-36.75275],[174.71544,-36.75273],[174.7155,-36.75273],[174.71556,-36.75272],[174.71562,-36.75271],[174.71567,-36.75269],[174.71573,-36.75264]]}"
"Upper Harbour Hwy","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.72539,-36.75091],[174.72557,-36.75086]]}"
"Stanford St","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69339,-36.73877],[174.69347,-36.73871],[174.69391,-36.73846]]}"
"Battenburg Pl","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.73908,-36.69576],[174.73931,-36.69595],[174.7395,-36.69606],[174.73971,-36.69612],[174.73987,-36.69612],[174.74004,-36.69608],[174.7402,-36.69599],[174.74038,-36.69583],[174.74066,-36.6955]]}"
"Collings Dr","Lucas Heights","50","{""type"":""LineString"",""coordinates"":[[174.66624,-36.73919],[174.66598,-36.73854],[174.66572,-36.73809],[174.66571,-36.73757],[174.66525,-36.73704],[174.66461,-36.73669],[174.66371,-36.7359],[174.66349,-36.73493],[174.66217,-36.73416],[174.66208,-36.73407],[174.6619,-36.73388],[174.66178,-36.73374]]}"
"William Pickering Dr","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.70357,-36.7515],[174.70306,-36.75119]]}"
"Beach Rd","Murrays Bay","50","{""type"":""LineString"",""coordinates"":[[174.74966,-36.73601],[174.74955,-36.73594]]}"
"Morice Pl","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.72838,-36.70468],[174.72796,-36.7041]]}"
"Stredwick Dr","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.73627,-36.69835],[174.7364,-36.69833],[174.73655,-36.69831],[174.73685,-36.69828],[174.73718,-36.69825],[174.73742,-36.69823],[174.7376,-36.69822],[174.73777,-36.69823],[174.73809,-36.69828],[174.73834,-36.69833],[174.73859,-36.69839],[174.73873,-36.69841],[174.73883,-36.69841],[174.73893,-36.69841],[174.73905,-36.6984],[174.73919,-36.69837],[174.73936,-36.69831],[174.73967,-36.69819],[174.73981,-36.69815],[174.74002,-36.69812],[174.74027,-36.6981],[174.74042,-36.69809],[174.74058,-36.69808],[174.7407,-36.69806],[174.74081,-36.69803],[174.74094,-36.69799]]}"
"Amber Gln","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.6867,-36.72489],[174.68675,-36.72485],[174.68683,-36.7248],[174.6869,-36.72477],[174.68719,-36.72468]]}"
"Deep Creek Rd","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.74961,-36.70029],[174.74966,-36.70019],[174.74975,-36.70003]]}"
"Corinthian Dr","Albany","50","{""type"":""LineString"",""coordinates"":[[174.71402,-36.7315],[174.71349,-36.73002],[174.71344,-36.72993]]}"
"Cranston St","Torbay","50","{""type"":""LineString"",""coordinates"":[[174.73472,-36.70757],[174.73466,-36.70676],[174.73463,-36.70654]]}"
"Dairy Flat Hwy","Albany Heights","50","{""type"":""LineString"",""coordinates"":[[174.68889,-36.72151],[174.68923,-36.72144]]}"
"Sidmouth St","Mairangi Bay","50","{""type"":""LineString"",""coordinates"":[[174.75385,-36.73933],[174.75396,-36.7392],[174.75408,-36.7391],[174.75424,-36.73904]]}"
"Gannet Pt","Pinehill","50","{""type"":""LineString"",""coordinates"":[[174.73769,-36.72998],[174.73779,-36.72998],[174.73788,-36.72997],[174.73793,-36.72995]]}"
"Rosedale Rd","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.71975,-36.73836],[174.72002,-36.73832],[174.72191,-36.73813],[174.72199,-36.73813]]}"
"Manly Espl","Browns Bay","30","{""type"":""LineString"",""coordinates"":[[174.75041,-36.71146],[174.75092,-36.71097]]}"
"Dairy Flat Hwy","Albany Heights","80","{""type"":""LineString"",""coordinates"":[[174.68011,-36.71974],[174.67987,-36.71953]]}"
"Red Bluff Rise","Campbells Bay","50","{""type"":""LineString"",""coordinates"":[[174.76243,-36.74867],[174.7639,-36.74843]]}"
"Maxwelton Dr","Mairangi Bay","50","{""type"":""LineString"",""coordinates"":[[174.74386,-36.74338],[174.74476,-36.74305]]}"
"Foley Quarry Rd","Dairy Flat","80","{""type"":""LineString"",""coordinates"":[[174.67053,-36.7056],[174.67079,-36.7056]]}"
,"Browns Bay","50","{""type"":""LineString"",""coordinates"":[[174.74812,-36.71681],[174.74813,-36.71679],[174.74815,-36.71677],[174.74817,-36.71676],[174.7482,-36.71675]]}"
"Rutgers Pl","Albany","50","{""type"":""LineString"",""coordinates"":[[174.69982,-36.74114],[174.70045,-36.74104],[174.70051,-36.74104],[174.70056,-36.74106]]}"
"Eagleson St","Northcross","50","{""type"":""LineString"",""coordinates"":[[174.73212,-36.70801],[174.73198,-36.70761],[174.73196,-36.70751],[174.73197,-36.70739],[174.73203,-36.70711],[174.73204,-36.70696],[174.73202,-36.70679],[174.73195,-36.70653]]}"
"Ramp Rd","Windsor Park","50","{""type"":""LineString"",""coordinates"":[[174.73354,-36.7513],[174.73226,-36.7501]]}"
"Jeffs Rd","Dairy Flat","100","{""type"":""LineString"",""coordinates"":[[174.64357,-36.67621],[174.64375,-36.67616],[174.644,-36.67606],[174.64521,-36.67538],[174.64536,-36.67527],[174.64546,-36.67514],[174.64556,-36.67496],[174.64582,-36.67443]]}"
"John Brian Dr","Dairy Flat","80","{""type"":""LineString"",""coordinates"":[[174.70876,-36.68919],[174.709,-36.68901]]}"
"Topliss Dr","Northcross","50","{""type"":""LineString"",""coordinates"":[[174.73049,-36.70683],[174.73145,-36.70666],[174.73172,-36.7066],[174.73195,-36.70653]]}"
"Atlas Pl","Rosedale","50","{""type"":""LineString"",""coordinates"":[[174.73303,-36.74801],[174.7325,-36.74746],[174.73229,-36.74726]]}"
"William Souter St","Forrest Hill","50","{""type"":""LineString"",""coordinates"":[[174.74959,-36.75414],[174.75099,-36.75333]]}"
"Ellangowan Rd","Waiake","50","{""type"":""LineString"",""coordinates"":[[174.74971,-36.70342],[174.7498,-36.70341],[174.7499,-36.70339],[174.75003,-36.70336],[174.75041,-36.70326],[174.75074,-36.70317],[174.75119,-36.70305],[174.75149,-36.70297]]}"
"Haigh Access Rd","Silverdale","80","{""type"":""LineString"",""coordinates"":[[174.69754,-36.68149],[174.69753,-36.68145],[174.69751,-36.68141],[174.69745,-36.68132]]}"
